0.010000, -0.059109
0.020000, -0.116471
0.030000, -0.172138
0.040000, -0.226159
0.050000, -0.278584
0.060000, -0.329460
0.070000, -0.378831
0.080000, -0.426744
0.090000, -0.473241
0.100000, -0.518364
0.110000, -0.562153
0.120000, -0.604647
0.130000, -0.645886
0.140000, -0.685906
0.150000, -0.724744
0.160000, -0.762433
0.170000, -0.799009
0.180000, -0.834503
0.190000, -0.868949
0.200000, -0.902377
0.210000, -0.934816
0.220000, -0.966297
0.230000, -0.996848
0.240000, -1.026495
0.250000, -1.055267
0.260000, -1.083188
0.270000, -1.110284
0.280000, -1.136579
0.290000, -1.162097
0.300000, -1.186861
0.310000, -1.210892
0.320000, -1.234214
0.330000, -1.256846
0.340000, -1.278810
0.350000, -1.300124
0.360000, -1.320809
0.370000, -1.340882
0.380000, -1.360362
0.390000, -1.379266
0.400000, -1.397611
0.410000, -1.415415
0.420000, -1.432692
0.430000, -1.449458
0.440000, -1.465729
0.450000, -1.481519
0.460000, -1.496843
0.470000, -1.511713
0.480000, -1.526144
0.490000, -1.540149
0.500000, -1.553740
0.510000, -1.566929
0.520000, -1.579728
0.530000, -1.592149
0.540000, -1.604203
0.550000, -1.615900
0.560000, -1.627252
0.570000, -1.638268
0.580000, -1.648959
0.590000, -1.659334
0.600000, -1.669402
0.610000, -1.679173
0.620000, -1.688655
0.630000, -1.697856
0.640000, -1.706786
0.650000, -1.715452
0.660000, -1.723861
0.670000, -1.732023
0.680000, -1.739942
0.690000, -1.747628
0.700000, -1.755087
0.710000, -1.762325
0.720000, -1.769350
0.730000, -1.776166
0.740000, -1.782782
0.750000, -1.789201
0.760000, -1.795431
0.770000, -1.801477
0.780000, -1.807345
0.790000, -1.813038
0.800000, -1.818564
0.810000, -1.823926
0.820000, -1.829130
0.830000, -1.834180
0.839999, -1.839081
0.849999, -1.843837
0.859999, -1.848452
0.869999, -1.852931
0.879999, -1.857277
0.889999, -1.861495
0.899999, -1.865589
0.909999, -1.869561
0.919999, -1.873416
0.929999, -1.877157
0.939999, -1.880788
0.949999, -1.884311
0.959999, -1.887730
0.969999, -1.891048
0.979999, -1.894268
0.989999, -1.897393
0.999999, -1.900426
1.009999, -1.903369
1.019999, -1.906224
1.029999, -1.908996
1.039999, -1.911686
1.049999, -1.914296
1.059999, -1.916829
1.069999, -1.919287
1.079999, -1.921672
1.089999, -1.923987
1.099999, -1.926234
1.109999, -1.928414
1.119999, -1.930529
1.129999, -1.932583
1.139999, -1.934575
1.149999, -1.936509
1.159999, -1.938385
1.169999, -1.940206
1.179999, -1.941973
1.189999, -1.943688
1.199999, -1.945353
1.209999, -1.946968
1.219999, -1.948535
1.229999, -1.950056
1.239999, -1.951532
1.249999, -1.952964
1.259999, -1.954355
1.269999, -1.955703
1.279999, -1.957013
1.289999, -1.958283
1.299999, -1.959516
1.309999, -1.960712
1.319999, -1.961874
1.329999, -1.963000
1.339999, -1.964094
1.349999, -1.965155
1.359999, -1.966185
1.369999, -1.967184
1.379999, -1.968154
1.389999, -1.969095
1.399999, -1.970009
1.409999, -1.970895
1.419999, -1.971755
1.429999, -1.972590
1.439999, -1.973400
1.449999, -1.974186
1.459999, -1.974949
1.469999, -1.975690
1.479999, -1.976408
1.489999, -1.977105
1.499999, -1.977782
1.509999, -1.978438
1.519999, -1.979076
1.529999, -1.979694
1.539999, -1.980294
1.549999, -1.980877
1.559999, -1.981442
1.569999, -1.981990
1.579999, -1.982523
1.589999, -1.983039
1.599999, -1.983540
1.609999, -1.984027
1.619999, -1.984499
1.629999, -1.984957
1.639999, -1.985402
1.649999, -1.985833
1.659999, -1.986252
1.669999, -1.986658
1.679999, -1.987052
1.689999, -1.987435
1.699999, -1.987806
1.709999, -1.988167
1.719999, -1.988516
1.729999, -1.988856
1.739999, -1.989185
1.749999, -1.989505
1.759999, -1.989815
