0.100000, -0.518364
0.200000, -0.902377
0.300000, -1.186861
0.400000, -1.397612
0.500000, -1.553740
0.600000, -1.669402
0.700000, -1.755087
0.800000, -1.818564
0.900000, -1.865589
1.000000, -1.900426
1.100000, -1.926234
1.200000, -1.945353
1.300000, -1.959516
1.400000, -1.970009
1.500000, -1.977782
1.600000, -1.983541
1.700000, -1.987807
1.800000, -1.990967
1.900000, -1.993308
2.000000, -1.995042
2.100000, -1.996327
2.200000, -1.997279
2.300000, -1.997984
2.400000, -1.998507
2.500000, -1.998894
2.600000, -1.999181
2.700000, -1.999393
2.799999, -1.999550
2.899999, -1.999667
2.999999, -1.999753
3.099999, -1.999817
